group,subject_number,block,task,central_task_accuracy,central_task_signal,central_task_decision,central_task_confidence,peripheral_task_accuracy,peripheral_task_signal,peripheral_task_decision,peripheral_task_confidence,central_frames,peripheral_frames,gabor_alpha_contrast,peripheral_task_reaction_time
control,1,-3,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,25,23,0.059983405,2.883043936
control,1,-3,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,3,25,23,0.058437778,4.332763941
control,1,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,3,25,23,0.056910607,2.549858237
control,1,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,25,23,0.055401794,2.682753501
control,1,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,25,23,0.053891508,2.46612363
control,1,-3,training_diverted_attention_contrast_threshold,0,1,-1,-3,1,-1,-1,-4,25,23,0.052397915,3.71612901
control,1,-3,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,25,23,0.050920949,3.816264222
control,1,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,1,-1,-4,25,23,0.049460527,2.532811592
control,1,-3,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,3,25,23,0.055094431,6.499395304
control,1,-3,training_diverted_attention_contrast_threshold,1,1,1,4,0,1,-1,-3,25,23,0.053645603,3.766198126
control,1,-2,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,25,23,0.059070817,3.832781876
control,1,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,2,25,23,0.057650115,3.816201166
control,1,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,3,25,23,0.056245881,3.216185836
control,1,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,25,23,0.05485799,2.182924357
control,1,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,2,25,23,0.053467943,3.049505766
control,1,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,25,23,0.052092766,2.166081983
control,1,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,25,23,0.05073237,2.465966179
control,1,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,25,23,0.049386653,2.699356489
control,1,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,3,25,23,0.048055509,2.766136203
control,1,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,25,23,0.046738825,2.032873704
control,1,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,3,25,23,0.045436481,3.482951278
control,1,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,-1,-1,-4,25,23,0.044131415,3.616244135
control,1,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,3,25,23,0.042839361,3.316208906
control,1,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,25,23,0.041560231,1.383348456
control,1,-1,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,-1,-1,-4,25,23,0.04029393,1.999506502
control,1,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,4,25,23,0.039040359,2.783076748
control,1,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,25,23,0.037799414,2.58307403
control,1,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,25,23,0.036570988,1.566467644
control,1,-1,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,25,23,0.035354969,4.282962908
control,1,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,25,23,0.039915373,1.68282864
control,1,-1,training_diverted_attention_contrast_threshold,0,-1,1,4,1,-1,-1,-4,25,23,0.03870673,1.666305699
control,1,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,1,1,3,25,23,0.037510069,3.016260144
control,1,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,3,25,23,0.036325284,3.032964324
control,1,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,25,23,0.035152263,2.849678622
control,1,1,medium_expectations_full_attention,.,.,.,.,1,1,1,2,25,23,0.029552246,4.597405491
control,1,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,2,25,23,0.029552246,4.881946686
control,1,1,medium_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.029552246,4.032894093
control,1,1,medium_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.029552246,1.282991226
control,1,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.029552246,2.482798358
control,1,1,medium_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.029552246,1.299428456
control,1,1,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-2,25,23,0.029552246,2.266060876
control,1,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,3,25,23,0.029552246,3.516065124
control,1,1,medium_expectations_full_attention,.,.,.,.,0,1,-1,-3,25,23,0.029552246,2.149578676
control,1,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.029552246,3.032690955
control,1,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,3,25,23,0.029552246,2.616193539
control,1,1,medium_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.029552246,2.83289364
control,1,2,high_expectations_full_attention,.,.,.,.,0,-1,1,3,25,23,0.029552246,2.482785142
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.036008609,0.899537803
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.03435877,0.566078735
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.032709543,0.449285032
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.031080378,0.86632843
control,1,2,high_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.029470991,1.199831674
control,1,2,high_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.027881098,1.115970955
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,25,23,0.026310421,1.166238301
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.024758682,0.616588111
control,1,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.023205423,0.732986487
control,1,2,high_expectations_full_attention,.,.,.,.,0,-1,1,3,25,23,0.02166898,2.182507507
control,1,2,high_expectations_full_attention,.,.,.,.,0,1,-1,-3,25,23,0.02746201,1.032675852
control,1,3,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,25,23,0.033975486,4.666320803
control,1,3,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.032809368,3.149720269
control,1,3,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.031653825,3.182908876
control,1,3,low_expectations_diverted_attentionert,0,1,-1,-3,0,-1,1,4,25,23,0.030508772,4.215975901
control,1,3,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,3,25,23,0.034901593,2.465844598
control,1,3,low_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.033763144,1.732614948
control,1,3,low_expectations_diverted_attentionert,1,1,1,4,0,1,-1,-3,25,23,0.032634861,1.982732848
control,1,3,low_expectations_diverted_attentionert,1,-1,-1,-2,1,1,1,4,25,23,0.036897861,2.632715347
control,1,3,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,3,25,23,0.035789591,2.549617341
control,1,3,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.034677773,1.916098879
control,1,3,low_expectations_diverted_attentionert,1,-1,-1,-3,0,1,-1,-2,25,23,0.033575727,4.432588404
control,1,3,low_expectations_diverted_attentionert,1,1,1,3,0,-1,1,3,25,23,0.037712041,5.732661768
control,1,4,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.033362419,1.649279443
control,1,4,low_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.031855336,0.432915389
control,1,4,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.037525032,1.032627899
control,1,4,low_expectations_full_attention,.,.,.,.,0,1,-1,-3,25,23,0.036046928,0.816200788
control,1,4,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.041841083,0.534938883
control,1,4,low_expectations_full_attention,.,.,.,.,1,-1,-1,-3,25,23,0.040370339,1.682261891
control,1,4,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.038918011,1.215793907
control,1,4,low_expectations_full_attention,.,.,.,.,0,1,-1,-2,25,23,0.037483786,2.316062783
control,1,4,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.04304865,0.532356607
control,1,4,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.041620761,1.299419016
control,1,4,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.040210376,0.516063613
control,1,4,low_expectations_full_attention,.,.,.,.,0,1,-1,-2,25,23,0.038817201,1.799119028
control,1,5,medium_expectations_diverted_attentionert,1,-1,-1,-2,1,1,1,3,25,23,0.041992809,1.932659578
control,1,5,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.041992809,2.14916447
control,1,5,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,25,23,0.041992809,1.932732829
control,1,5,medium_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.041992809,2.632503524
control,1,5,medium_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,25,23,0.041992809,1.932618044
control,1,5,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-2,25,23,0.041992809,5.415989192
control,1,5,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.041992809,1.549564102
control,1,5,medium_expectations_diverted_attentionert,1,1,1,4,0,-1,1,4,25,23,0.041992809,1.598959991
control,1,5,medium_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.041992809,2.133096137
control,1,5,medium_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.041992809,1.516025855
control,1,5,medium_expectations_diverted_attentionert,0,-1,1,3,1,1,1,3,25,23,0.041992809,4.016168014
control,1,5,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.041992809,2.315981225
control,1,6,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,3,25,23,0.041992809,2.032934117
control,1,6,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.046166851,1.632787465
control,1,6,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.045084699,1.299613848
control,1,6,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.043999194,2.316062783
control,1,6,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.042923607,2.749395776
control,1,6,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,4,25,23,0.041857848,1.582707776
control,1,6,high_expectations_diverted_attentionert,1,1,1,3,0,1,-1,-4,25,23,0.04590633,2.199326849
control,1,6,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.049861946,1.049609223
control,1,6,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,25,23,0.04880568,3.066337945
control,1,6,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.047759571,1.033134235
control,1,6,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.046723512,1.182682327
control,1,6,high_expectations_diverted_attentionert,0,-1,1,4,1,-1,-1,-4,25,23,0.045697396,1.215985718
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.044171925,1.683063118
control,1,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.04278421,0.633010993
control,1,7,high_expectations_full_attention,.,.,.,.,0,-1,1,3,25,23,0.041413159,1.582747045
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.046585913,0.649429721
control,1,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.045235973,2.366159085
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.043903353,0.466278438
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.042570429,0.365757339
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.041253093,0.7490518
control,1,7,high_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.039951089,1.682706304
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-2,25,23,0.044917045,2.016557678
control,1,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.04361892,2.53269794
control,1,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.042335681,0.533020017
control,1,8,low_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.041067083,0.58310046
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.045867797,0.53295545
control,1,8,low_expectations_full_attention,.,.,.,.,0,-1,1,3,25,23,0.044617872,1.666134655
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.04928451,1.449644866
control,1,8,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.048036433,0.532656406
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.046803416,2.266185477
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.045585188,0.999757971
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.044381483,1.282566448
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.043176686,3.115983793
control,1,8,low_expectations_full_attention,.,.,.,.,0,1,-1,-1,25,23,0.041985008,2.149076494
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.046467045,1.832833983
control,1,8,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.045291827,2.449376406
control,1,9,medium_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.044130265,0.64945011
control,1,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.044130265,0.432586138
control,1,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.044130265,1.116297185
control,1,9,medium_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.044130265,1.733111844
control,1,9,medium_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.044130265,0.832824921
control,1,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.044130265,0.866084512
control,1,9,medium_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.044130265,2.099694197
control,1,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.044130265,0.482571432
control,1,9,medium_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.044130265,1.282738624
control,1,9,medium_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.044130265,2.399702995
control,1,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-3,25,23,0.044130265,1.182783896
control,1,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.044130265,0.682710835
control,1,10,high_expectations_diverted_attentionert,1,1,1,3,0,-1,1,3,25,23,0.04466802,3.616107828
control,1,10,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.048501195,1.782909102
control,1,10,high_expectations_diverted_attentionert,0,-1,1,3,1,1,1,3,25,23,0.047486801,4.216557753
control,1,10,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.046481974,1.416276531
control,1,10,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.045486611,1.26581054
control,1,10,high_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,25,23,0.044487821,2.266157537
control,1,10,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,3,25,23,0.043497674,2.16637121
control,1,10,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.042516089,3.166143528
control,1,10,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,3,25,23,0.041542983,2.766210209
control,1,10,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,25,23,0.045249619,3.682505431
control,1,10,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.044278806,1.599138587
control,1,10,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,25,23,0.043316253,1.899283691
control,1,11,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,25,23,0.042361884,4.032996418
control,1,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.041415618,2.216323653
control,1,11,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.040477376,2.08268531
control,1,11,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,3,25,23,0.039547081,2.966472326
control,1,11,low_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.038624651,1.632923771
control,1,11,low_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.037710006,1.649641544
control,1,11,low_expectations_diverted_attentionert,1,-1,-1,-2,1,-1,-1,-4,25,23,0.036803068,7.682756522
control,1,11,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.035903757,2.166132201
control,1,11,low_expectations_diverted_attentionert,0,-1,1,4,1,1,1,4,25,23,0.035000561,2.799600066
control,1,11,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.034104322,2.316077131
control,1,11,low_expectations_diverted_attentionert,1,-1,-1,-2,1,1,1,4,25,23,0.033214976,4.68279428
control,1,11,low_expectations_diverted_attentionert,0,-1,1,4,1,1,1,3,25,23,0.032332461,2.799889293
control,1,12,medium_expectations_diverted_attentionert,1,1,1,3,0,-1,1,3,25,23,0.031456714,3.599666067
control,1,12,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.031456714,1.766738822
control,1,12,medium_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,25,23,0.031456714,1.899833449
control,1,12,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.031456714,1.332893829
control,1,12,medium_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,3,25,23,0.031456714,2.699791462
control,1,12,medium_expectations_diverted_attentionert,1,1,1,4,1,1,1,3,25,23,0.031456714,2.166243587
control,1,12,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,25,23,0.031456714,2.6665398
control,1,12,medium_expectations_diverted_attentionert,1,1,1,4,0,1,-1,-2,25,23,0.031456714,4.149536387
control,1,12,medium_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.031456714,1.449903132
control,1,12,medium_expectations_diverted_attentionert,1,1,1,4,0,-1,1,4,25,23,0.031456714,1.649902452
control,1,12,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,25,23,0.031456714,2.583189192
control,1,12,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,3,25,23,0.031456714,2.083155398
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.044130265,1.799545695
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.042967176,0.883251606
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.04181644,0.616490695
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.040677863,1.582806325
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.039551254,1.599780097
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.038436426,1.949569539
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.037333195,1.949597102
control,1,13,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.036241378,0.532911651
control,1,13,low_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.0351608,1.199714247
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.039434873,1.399477957
control,1,13,low_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.038355583,1.232843573
control,1,13,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.037287259,0.58273685
control,1,14,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,3,25,23,0.031456714,2.582936213
control,1,14,high_expectations_diverted_attentionert,0,1,-1,-3,1,1,1,3,25,23,0.034797647,2.832961605
control,1,14,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.033924108,2.799880609
control,1,14,high_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,25,23,0.033057187,2.399640316
control,1,14,high_expectations_diverted_attentionert,1,1,1,4,0,-1,1,4,25,23,0.032196824,1.982986204
control,1,14,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.035461796,2.18269441
control,1,14,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,25,23,0.034603455,1.51606097
control,1,14,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,3,25,23,0.03375153,1.666171281
control,1,14,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.032905964,1.532638282
control,1,14,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,3,25,23,0.032066698,3.916284649
control,1,14,high_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-4,25,23,0.03525494,1.282972347
control,1,14,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,25,23,0.038387534,1.349626327
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.036229734,1.849395814
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.035182842,0.416045452
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.03414642,1.199160336
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.033106877,0.916095104
control,1,15,high_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.032076817,1.399678452
control,1,15,high_expectations_full_attention,.,.,.,.,1,1,1,4,25,23,0.031056112,1.09955789
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,25,23,0.030044636,2.166085381
control,1,15,high_expectations_full_attention,.,.,.,.,0,-1,1,4,25,23,0.029042264,1.316147738
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.032900242,0.51620143
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,25,23,0.031900304,0.666023269
control,1,15,high_expectations_full_attention,.,.,.,.,1,1,1,3,25,23,0.030909273,2.533255627
control,1,15,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,25,23,0.029927028,2.199405763
